antecedent,consequent,support,confidence,lift
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.02014846235418876,0.5,8.572727272727272
72 SWEETHEART FAIRY CAKE CASES,PACK OF 12 HEARTS DESIGN TISSUES,0.027571580063626724,0.40624999999999994,5.804450757575757
72 SWEETHEART FAIRY CAKE CASES,SET OF 3 HEART COOKIE CUTTERS,0.027571580063626724,0.40624999999999994,4.119287634408601
SET OF 72 PINK HEART PAPER DOILIES,72 SWEETHEART FAIRY CAKE CASES,0.022269353128313893,0.5,7.367187499999999
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.02014846235418876,0.7037037037037037,13.271851851851851
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.03711558854718982,0.7,12.454716981132075
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.03711558854718982,0.6603773584905661,12.454716981132076
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.02014846235418876,0.7916666666666667,14.085691823899372
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.021208907741251327,0.7407407407407408,13.179594689028653
BAKING MOULD HEART MILK CHOCOLATE,BAKING MOULD HEART WHITE CHOCOLATE,0.026511134676564158,0.6410256410256411,16.79131054131054
BAKING MOULD HEART WHITE CHOCOLATE,BAKING MOULD HEART MILK CHOCOLATE,0.026511134676564158,0.6944444444444444,16.79131054131054
BAKING MOULD HEART WHITE CHOCOLATE,SET OF 3 HEART COOKIE CUTTERS,0.022269353128313893,0.5833333333333334,5.914874551971326
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.022269353128313893,0.8076923076923077,14.370827285921626
BLUE SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.024390243902439025,0.8214285714285714,28.689153439153436
BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.024390243902439025,0.8518518518518519,28.68915343915344
BLUE SPOT CERAMIC DRAWER KNOB,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.024390243902439025,0.8214285714285714,25.820238095238096
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.024390243902439025,0.7666666666666668,25.8202380952381
BLUE STRIPE CERAMIC DRAWER KNOB,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.021208907741251327,0.7407407407407408,23.283950617283956
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.021208907741251327,0.6666666666666667,23.283950617283953
CANDLEHOLDER PINK HANGING HEART,RED HANGING HEART T-LIGHT HOLDER,0.032873806998939555,0.607843137254902,6.905976848570754
CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.042417815482502653,0.7843137254901962,4.963811027766812
CHILDRENS CUTLERY POLKADOT BLUE,CHILDRENS CUTLERY POLKADOT PINK,0.030752916224814422,0.725,17.99144736842105
CHILDRENS CUTLERY POLKADOT PINK,CHILDRENS CUTLERY POLKADOT BLUE,0.030752916224814422,0.763157894736842,17.99144736842105
CHILDRENS CUTLERY POLKADOT BLUE,CHILDRENS CUTLERY RETROSPOT RED,0.02332979851537646,0.55,13.648684210526316
CHILDRENS CUTLERY RETROSPOT RED,CHILDRENS CUTLERY POLKADOT BLUE,0.02332979851537646,0.5789473684210527,13.648684210526316
CHILDRENS CUTLERY POLKADOT PINK,CHILDRENS CUTLERY RETROSPOT RED,0.021208907741251327,0.5263157894736842,13.060941828254846
CHILDRENS CUTLERY RETROSPOT RED,CHILDRENS CUTLERY POLKADOT PINK,0.021208907741251327,0.5263157894736842,13.060941828254846
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.02332979851537646,0.5238095238095238,10.976719576719578
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.02332979851537646,0.48888888888888893,10.976719576719576
HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.02332979851537646,0.5945945945945946,13.35006435006435
COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.02332979851537646,0.5238095238095238,13.35006435006435
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.02332979851537646,0.5238095238095238,8.665831244778614
CREAM HEART CARD HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.022269353128313893,0.6000000000000001,3.7973154362416115
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.027571580063626724,0.4905660377358491,11.014375561545373
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.027571580063626724,0.6190476190476191,11.014375561545373
DOORMAT RED RETROSPOT,DOORMAT UNION FLAG,0.02332979851537646,0.4,8.572727272727272
DOORMAT UNION FLAG,DOORMAT RED RETROSPOT,0.02332979851537646,0.5,8.572727272727272
PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN,0.024390243902439025,0.4035087719298246,8.455750487329436
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.024390243902439025,0.5111111111111112,8.455750487329436
GINGERBREAD MAN COOKIE CUTTER,SET OF 3 HEART COOKIE CUTTERS,0.024390243902439025,0.4893617021276596,4.962022420498742
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.027571580063626724,0.65,18.574242424242424
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.027571580063626724,0.7878787878787878,18.57424242424242
GREY HEART HOT WATER BOTTLE,RETROSPOT HEART HOT WATER BOTTLE,0.030752916224814422,0.4915254237288135,7.475943138326954
RETROSPOT HEART HOT WATER BOTTLE,GREY HEART HOT WATER BOTTLE,0.030752916224814422,0.467741935483871,7.475943138326954
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.06574761399787911,0.7294117647058824,6.14138655462185
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.06574761399787911,0.5535714285714286,6.14138655462185
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.044538706256627786,0.4941176470588236,3.1272009474930917
LOVE BUILDING BLOCK WORD,HEART OF WICKER SMALL,0.031813361611876985,0.4166666666666666,3.508184523809523
PHOTO FRAME CORNICE,HEART OF WICKER SMALL,0.02332979851537646,0.4,3.367857142857143
LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,0.03711558854718982,0.48611111111111105,6.741217320261437
HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,0.03711558854718982,0.5147058823529411,6.741217320261437
HOMEMADE JAM SCENTED CANDLES,SET OF 3 CAKE TINS PANTRY DESIGN,0.026511134676564158,0.5319148936170213,3.888339106053109
IVORY KITCHEN SCALES,RED KITCHEN SCALES,0.02545068928950159,0.4528301886792453,10.167115902964959
RED KITCHEN SCALES,IVORY KITCHEN SCALES,0.02545068928950159,0.5714285714285714,10.167115902964959
IVORY KITCHEN SCALES,SET OF 3 CAKE TINS PANTRY DESIGN,0.027571580063626724,0.4905660377358491,3.5860757642240757
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.031813361611876985,0.43478260869565216,5.256410256410256
JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.030752916224814422,0.4202898550724638,3.072351421188631
JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.042417815482502653,0.5128205128205129,3.748757702246075
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.02014846235418876,0.5588235294117647,7.984402852049911
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.02332979851537646,0.4782608695652174,6.833333333333334
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.02332979851537646,0.5789473684210527,8.271929824561404
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.021208907741251327,0.625,8.929924242424242
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.026511134676564158,0.6410256410256411,9.15889665889666
LADIES & GENTLEMEN METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.02014846235418876,0.6333333333333334,10.47777777777778
LARGE HEART MEASURING SPOONS,SET OF 3 HEART COOKIE CUTTERS,0.021208907741251327,0.5555555555555556,5.6332138590203105
SMALL HEART MEASURING SPOONS,LARGE HEART MEASURING SPOONS,0.021208907741251327,0.6666666666666667,17.462962962962962
LARGE HEART MEASURING SPOONS,SMALL HEART MEASURING SPOONS,0.021208907741251327,0.5555555555555556,17.462962962962965
LOVE BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,0.031813361611876985,0.4166666666666666,2.637024608501118
LUNCH BAG  BLACK SKULL,LUNCH BAG CARS BLUE,0.02014846235418876,0.41304347826086957,8.287234042553193
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL,0.02014846235418876,0.4042553191489362,8.287234042553191
