antecedent,consequent,support,confidence,lift
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.023203592814371257,0.7209302325581396,17.51205073995772
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.023203592814371257,0.5636363636363636,17.51205073995772
CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,0.020209580838323353,0.47368421052631576,5.701280227596016
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.020958083832335328,0.4912280701754385,15.262341901264788
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.020958083832335328,0.6511627906976745,15.26234190126479
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.020958083832335328,0.4912280701754385,11.513696522006768
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.020958083832335328,0.4912280701754385,11.513696522006768
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.021706586826347306,0.5272727272727273,17.18137472283814
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.021706586826347306,0.7073170731707318,17.18137472283814
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.048652694610778445,0.7142857142857144,8.675324675324678
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.048652694610778445,0.5909090909090909,8.675324675324676
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.023203592814371257,0.8157894736842105,20.959514170040485
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.023203592814371257,0.5961538461538461,20.959514170040485
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.02694610778443114,0.6101694915254238,15.676662320730118
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.02694610778443114,0.6923076923076923,15.676662320730117
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.03293413173652695,0.6027397260273973,9.15068493150685
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.03293413173652695,0.5,9.150684931506849
MINT KITCHEN SCALES,IVORY KITCHEN SCALES,0.020958083832335328,0.608695652173913,12.137573004542503
IVORY KITCHEN SCALES,MINT KITCHEN SCALES,0.020958083832335328,0.417910447761194,12.137573004542505
IVORY KITCHEN SCALES,RED KITCHEN SCALES,0.021706586826347306,0.4328358208955224,12.04726368159204
RED KITCHEN SCALES,IVORY KITCHEN SCALES,0.021706586826347306,0.6041666666666667,12.04726368159204
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.020209580838323353,0.40298507462686567,8.54584221748401
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.020209580838323353,0.4285714285714286,8.54584221748401
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.02245508982035928,0.5357142857142857,6.688918558077436
JUMBO BAG ALPHABET,JUMBO BAG APPLES,0.025449101796407185,0.45945945945945943,8.295105916727538
JUMBO BAG APPLES,JUMBO BAG ALPHABET,0.025449101796407185,0.45945945945945943,8.295105916727538
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE DOILY,0.027694610778443114,0.5,5.178294573643411
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,0.02619760479041916,0.47297297297297297,6.651493598862019
JUMBO BAG APPLES,JUMBO BAG PEARS,0.03143712574850299,0.5675675675675675,12.036036036036036
