antecedent,consequent,support,confidence,lift
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.02025658338960162,0.4918032786885246,7.831835007932311
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.02160702228224173,0.4383561643835617,15.097801847722206
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.02160702228224173,0.744186046511628,15.097801847722208
PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.020931802835921675,0.775,8.695265151515152
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.02700877785280216,0.7843137254901962,22.337858220211167
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.02700877785280216,0.7692307692307693,22.337858220211164
CHARLOTTE BAG APPLES DESIGN,JUMBO BAG APPLES,0.02160702228224173,0.4776119402985075,6.37246201425306
CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,0.02633355840648211,0.582089552238806,5.904620731956656
CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,0.024307900067521943,0.6666666666666666,21.463768115942027
CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,0.024307900067521943,0.782608695652174,21.46376811594203
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.024307900067521943,0.5454545454545454,11.707509881422924
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.024307900067521943,0.5217391304347826,11.707509881422926
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.02160702228224173,0.5517241379310346,17.02298850574713
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.02160702228224173,0.6666666666666667,17.02298850574713
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.02835921674544227,0.75,18.826271186440678
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.02835921674544227,0.7118644067796611,18.826271186440678
